state,Year,Coal,Geothermal,Hydroelectric,NaturalGas,Nuclear,Other,OtherBiomass,OtherGases,Petroleum,PumpedStorage,Solar,Total,Wind,Wood,Price_Residential,lat,lng
IN,2014,195097478,0,742306,19144692,0,781368,781078,4322438,2725088,0,204254,230790784,6992084,0,11.46,39.9030256,-86.2839503
IN,2015,156461376,0,762472,32525974,0,840142,892816,4537276,2676006,0,312196,208038550,9030294,0,11.57,39.9030256,-86.2839503
IN,2016,145066160,0,852530,39991318,0,726100,865580,4544984,1220814,0,451682,203518118,9798948,0,11.79,39.9030256,-86.2839503
IN,2017,144769914,0,612160,35951834,0,612152,946806,3981998,250646,0,555350,197859636,10178780,0,12.29,39.9030256,-86.2839503
KS,1990,47440516,0,26468,5005614,15748974,0,0,0,148052,0,0,68369714,90,0,7.83,38.4985464,-98.3834298
KS,1991,46870016,0,21134,6531058,11717226,0,0,0,121968,0,0,65261486,84,0,7.83,38.4985464,-98.3834298
KS,1992,44305472,0,19536,2744784,16981316,0,0,0,105652,0,0,64156986,226,0,7.9,38.4985464,-98.3834298
KS,1993,53599330,0,9970,3884908,15799086,0,0,0,191724,0,0,73485134,116,0,7.86,38.4985464,-98.3834298
KS,1994,52977510,0,19708,5007210,17058004,0,0,0,177196,0,0,75239738,110,0,7.89,38.4985464,-98.3834298
KS,1995,51793918,0,22428,4748930,20124354,0,0,0,151728,0,0,76841410,52,0,7.92,38.4985464,-98.3834298
KS,1996,59485444,0,21938,3648206,16409736,0,0,0,318988,0,0,79884312,0,0,7.86,38.4985464,-98.3834298
KS,1997,54471750,0,27762,4253022,16860910,0,0,0,221526,0,0,75834970,0,0,7.71,38.4985464,-98.3834298
KS,1998,56047374,0,22850,6033594,20821436,0,0,0,245202,0,0,83170456,0,0,7.65,38.4985464,-98.3834298
KS,1999,59298200,0,24734,5881598,18313238,0,0,0,622690,0,0,84140460,0,0,7.64,38.4985464,-98.3834298
KS,2000,65014102,0,30664,5622632,18121668,0,0,0,842744,0,0,89631810,0,0,7.65,38.4985464,-98.3834298
KS,2001,63536002,0,51124,3902600,20693302,0,0,0,1234354,0,0,89497046,79664,0,7.66,38.4985464,-98.3834298
KS,2002,70738378,0,25492,3578104,18083404,0,0,0,1018156,0,0,94376892,933358,0,7.67,38.4985464,-98.3834298
KS,2003,70219232,0,24870,2451540,17779334,0,0,0,1928264,0,0,93135120,731878,0,7.71,38.4985464,-98.3834298
KS,2004,69186692,0,25094,1663268,20265472,0,0,0,1707526,0,0,93565318,717264,0,7.74,38.4985464,-98.3834298
KS,2005,68961462,0,22674,2274964,17641890,0,0,0,1972756,0,0,91725392,851646,0,7.9,38.4985464,-98.3834298
KS,2006,66562760,0,19298,3678812,18700538,0,0,0,102284,0,0,91047472,1983780,0,8.25,38.4985464,-98.3834298
KS,2007,72500526,0,21002,4265218,20738272,0,0,0,414298,0,0,100244392,2305076,0,8.19,38.4985464,-98.3834298
KS,2008,68006524,0,21148,4459446,16994320,0,0,0,260380,0,0,93260642,3518824,0,8.89,38.4985464,-98.3834298
KS,2009,64486086,0,25596,5337782,17537096,0,0,0,241522,0,0,93354616,5726534,0,9.53,38.4985464,-98.3834298
KS,2010,65010106,0,26428,4574646,19111424,0,108572,0,206220,0,0,95847524,6810130,0,10.03,38.4985464,-98.3834298
KS,2011,63311698,0,29490,5070174,14637776,0,117506,0,113078,0,0,90719680,7439958,0,10.65,38.4985464,-98.3834298
KS,2012,55965062,0,20798,5719624,16569848,0,114694,0,68742,0,0,88849382,10390612,0,11.24,38.4985464,-98.3834298
KS,2013,59534524,0,29036,3960358,14336602,0,116004,0,102246,0,0,96945162,18866392,0,11.64,38.4985464,-98.3834298
KS,2014,57504564,0,32428,2905046,17116768,2,118434,0,89762,0,0,99456726,21689722,0,12.17,38.4985464,-98.3834298
KS,2015,49186668,0,37926,2347804,17260356,0,123874,0,97004,0,3612,91054248,21997002,0,12.34,38.4985464,-98.3834298
KS,2016,46192128,0,61076,4054414,16492084,2,117664,0,56648,0,4204,95199982,28221762,0,13.06,38.4985464,-98.3834298
KS,2017,38779542,0,58436,4293126,21295974,9464,114326,0,109036,0,10560,101866610,37196146,0,13.31,38.4985464,-98.3834298
KY,1990,141000922,0,6320766,55592,0,0,0,0,237292,0,0,147614572,0,0,5.69,37.5336844,-85.2929801
KY,1991,143427702,0,7315602,43742,0,0,0,0,223116,0,0,151010162,0,0,5.68,37.5336844,-85.2929801
KY,1992,146952618,0,7534464,47664,0,0,0,0,167772,0,0,154702518,0,0,5.7,37.5336844,-85.2929801
KY,1993,163444492,0,6310226,47264,0,0,0,0,193454,0,0,169995436,0,0,5.7,37.5336844,-85.2929801
KY,1994,159794884,0,8027180,62366,0,0,0,0,309638,0,0,168194068,0,0,5.77,37.5336844,-85.2929801
KY,1995,165078934,0,6846956,136070,0,0,0,0,261196,0,0,172331672,0,8516,5.62,37.5336844,-85.2929801
KY,1996,169319636,0,6993978,291960,0,0,0,0,270874,0,0,176894992,0,18544,5.55,37.5336844,-85.2929801
KY,1997,175750662,0,6760466,353714,0,0,0,0,251250,0,0,183144190,0,28098,5.58,37.5336844,-85.2929801
KY,1998,173677604,0,6232036,995216,0,0,0,0,929896,0,0,181866056,0,31304,5.61,37.5336844,-85.2929801
KY,1999,179045866,0,5113144,925020,0,0,0,0,254968,0,0,185363816,0,24818,5.58,37.5336844,-85.2929801
KY,2000,180126108,0,4649136,922730,0,0,0,220,289386,0,0,186012166,0,24586,5.47,37.5336844,-85.2929801
KY,2001,181597156,0,7711016,1260854,0,0,0,0,247120,0,0,190835252,0,19106,5.58,37.5336844,-85.2929801
KY,2002,166548492,0,8049498,2747420,0,0,0,0,6136996,0,0,184213336,0,730930,5.65,37.5336844,-85.2929801
KY,2003,168121080,0,7896104,888810,0,43344,1528,0,5889822,0,0,183437640,0,596952,5.81,37.5336844,-85.2929801
KY,2004,172241022,0,7560502,1159680,0,31056,123798,3402,7242198,0,0,189059894,0,698238,6.11,37.5336844,-85.2929801
KY,2005,178166226,0,5922386,3308104,0,33946,126632,9982,7361370,0,0,195644838,0,716192,6.57,37.5336844,-85.2929801
KY,2006,182396976,0,5183402,2353276,0,43310,178874,7672,6681796,0,0,197584028,0,738722,7.02,37.5336844,-85.2929801
KY,2007,180966118,0,3337174,3592674,0,31338,190826,9490,5582598,0,0,194450638,0,740420,7.34,37.5336844,-85.2929801
KY,2008,183241176,0,3834940,1957384,0,17394,217760,7670,5748880,0,0,195726680,0,701480,7.94,37.5336844,-85.2929801
KY,2009,168075192,0,6635282,1756860,0,25258,201748,8628,4032564,0,0,181260854,0,525320,8.37,37.5336844,-85.2929801
KY,2010,182107716,0,5160492,3681416,0,30914,181606,5324,4569704,0,0,196435316,0,698142,8.57,37.5336844,-85.2929801
KY,2011,183312060,0,5938624,3091010,0,17910,189916,0,3469900,0,0,196701964,0,682544,9.2,37.5336844,-85.2929801
KY,2012,165523336,0,4723564,5897324,0,16150,192672,0,3073242,0,0,179899378,0,473086,9.43,37.5336844,-85.2929801
KY,2013,166606520,0,6550428,2836692,0,17170,196984,0,2817870,0,0,179482042,0,456378,9.79,37.5336844,-85.2929801
KY,2014,167203922,0,6287134,4999198,0,99882,187068,0,2306754,0,0,181792870,0,708910,10.16,37.5336844,-85.2929801
KY,2015,145240858,0,6806962,11899454,0,103392,184598,0,2154426,0,0,167087342,0,697654,10.24,37.5336844,-85.2929801
KY,2016,133644116,0,6955860,16456668,0,99902,209552,0,2437202,0,23464,160547002,0,720238,10.49,37.5336844,-85.2929801
KY,2017,114473018,0,9012036,20759256,0,89390,228974,0,995540,0,39770,146358392,0,760406,10.85,37.5336844,-85.2929801
LA,1990,35713374,0,1312984,78949732,28393568,2585638,183292,881400,464196,0,0,152931260,0,4447076,7.41,30.8634368,-91.7987173
LA,1991,37936958,0,1312984,72726762,27912392,3166106,183322,1911200,111520,0,0,149945386,0,4684142,7.4,30.8634368,-91.7987173
LA,1992,39680002,0,1312984,73955596,20711040,1404004,160502,2325632,2130928,0,0,146748248,0,5067560,7.52,30.8634368,-91.7987173
LA,1993,38823456,0,2463892,72710450,28796206,1432630,168738,1401174,6975132,0,0,157951070,0,5179392,7.76,30.8634368,-91.7987173
LA,1994,40326824,0,1943956,77023170,25557270,1355132,185726,2670248,4640786,0,0,158771922,0,5068810,7.61,30.8634368,-91.7987173
LA,1995,37978948,0,1904288,86435494,31371800,1201296,204474,1964362,2972428,0,0,169119448,0,5086358,7.23,30.8634368,-91.7987173
LA,1996,37402068,0,1927848,73129550,31529646,587084,192078,1689176,3406896,0,0,155479792,0,5615446,7.55,30.8634368,-91.7987173
LA,1997,42014242,0,2071922,81153124,27022016,355596,208848,2176558,4572288,0,0,165643286,0,6068692,7.39,30.8634368,-91.7987173
LA,1998,41563060,0,2125648,89950392,32855002,636186,306814,1836132,4587040,0,0,179297222,0,5436948,7.07,30.8634368,-91.7987173
LA,1999,42364208,0,1603652,95997438,26223208,806908,251436,3302538,3864922,0,0,179883506,0,5469196,7.12,30.8634368,-91.7987173
LA,2000,46977728,0,1064580,92258486,31591478,904110,189766,3197264,4152720,0,0,185731270,0,5395138,7.67,30.8634368,-91.7987173
LA,2001,43936292,0,1464434,80745508,34672270,1780706,127272,881088,6899878,0,0,175788754,0,5281306,7.92,30.8634368,-91.7987173
LA,2002,44101812,0,1782882,95801696,34610656,1299602,123160,2995248,3729072,0,0,189941928,0,5497800,7.1,30.8634368,-91.7987173
LA,2003,45777860,0,1783982,90868396,32252644,1680234,129322,5374460,5875896,0,0,189770080,0,6027284,7.84,30.8634368,-91.7987173
LA,2004,47315622,0,2197650,92339076,34159962,1527180,153142,5065714,7806630,0,0,196344618,0,5779640,8.05,30.8634368,-91.7987173
LA,2005,46174730,0,1621896,88335808,31352706,1099462,160794,3793450,7082168,0,0,185233756,0,5612742,8.87,30.8634368,-91.7987173
LA,2006,48790410,0,1426430,83866670,33470896,1430984,162864,3189350,3744192,0,0,181843658,0,5761860,9.14,30.8634368,-91.7987173
LA,2007,46102366,0,1653284,87830030,34155144,1332808,163024,3621994,4501266,0,0,185156658,0,5796742,9.37,30.8634368,-91.7987173
LA,2008,48200084,0,2128746,90688772,30741976,915214,141772,2202114,4610026,0,0,184906282,0,5277578,10.28,30.8634368,-91.7987173
LA,2009,46134272,0,2472702,88006528,33564154,912372,134372,2453988,3715418,0,0,181987352,0,4593546,8.1,30.8634368,-91.7987173
LA,2010,47847498,0,2217588,102688158,37278694,1118384,148734,3122320,6561688,0,0,205769880,0,4786818,8.98,30.8634368,-91.7987173
LA,2011,49255038,0,2088038,108644928,33229950,879140,142186,2584364,9414954,0,0,210981474,0,4742874,8.96,30.8634368,-91.7987173
LA,2012,42843738,0,1359888,117127512,31318264,751428,127524,2494802,6059696,0,0,206815412,0,4732562,8.37,30.8634368,-91.7987173
LA,2013,41687426,0,2089122,105020350,33908788,1358508,164694,4492560,9890396,0,0,204020354,0,5408512,9.43,30.8634368,-91.7987173
LA,2014,38442038,0,2180076,112241128,34622660,1066394,187754,3885150,10462148,0,0,208458804,0,5371454,9.57,30.8634368,-91.7987173
LA,2015,30329916,0,1998072,132421664,30601472,1576432,192550,4801494,8486170,0,0,215624708,0,5216936,9.33,30.8634368,-91.7987173
LA,2016,24027298,0,2206046,132958284,34303652,1453192,174668,4198140,9638450,0,0,214537608,0,5577878,9.34,30.8634368,-91.7987173
LA,2017,24631850,0,1812474,117945692,30819490,1264700,175568,4286130,9139506,0,4836,195438414,0,5358170,9.74,30.8634368,-91.7987173
MA,1990,22731786,0,2498484,12265404,10139240,0,3121030,1660,30203584,-1339166,0,79622022,0,0,9.66,42.1565196,-71.4895915
MA,1991,23971186,0,2229858,12659724,8833222,0,3269302,1600,32319650,-1244960,0,82039582,0,0,10.4,42.1565196,-71.4895915
MA,1992,22129394,0,2021712,16958794,9483936,0,3363780,0,27452632,-1297370,0,80175310,0,62432,10.62,42.1565196,-71.4895915
MA,1993,19860788,0,1764746,18100216,8677370,0,3717996,0,23183704,-1357618,0,74158416,0,211214,11,42.1565196,-71.4895915
MA,1994,20640294,0,1875834,22639352,7717138,0,3867774,0,20197282,-1292192,0,75878128,0,232646,11.09,42.1565196,-71.4895915
MA,1995,21396526,0,1737298,28470020,8971690,0,3771588,0,12302990,-1612406,0,75308962,0,271256,11.26,42.1565196,-71.4895915
MA,1996,23161542,0,2377250,23859016,10648682,22,3867932,0,13033766,-1315934,0,75908040,0,275764,11.25,42.1565196,-71.4895915
MA,1997,50105824,0,4126748,54504680,17241724,0,8046516,0,47249668,-1952712,0,179861312,0,538864,11.59,42.1565196,-71.4895915
MA,1998,22399516,0,2059482,23243656,11396828,0,3874132,0,29068732,-911170,0,91367232,0,236056,10.6,42.1565196,-71.4895915
MA,1999,44679388,0,3898272,44417596,18073704,0,7752480,0,44967800,-1877468,0,162301568,0,389796,10.09,42.1565196,-71.4895915
MA,2000,55771360,0,5325795,53535360,27561275,0,10373555,0,43813345,-3501820,0,193489405,0,610535,10.53,42.1565196,-71.4895915
MA,2001,55256665,0,3512525,58485020,25720165,3852745,5915090,0,42557860,-3556745,0,192392170,0,648845,12.47,42.1565196,-71.4895915
MA,2002,57514305,0,4375380,79344875,28843830,3912520,5827275,0,34001475,-4214005,0,210139090,0,533435,10.93,42.1565196,-71.4895915
MA,2003,54482450,0,5375910,112119655,24889775,4051170,5667945,0,37295190,-2554645,0,241925120,0,597670,11.6,42.1565196,-71.4895915
MA,2004,52631810,0,4991405,104858605,29693000,4003930,5577825,0,37665790,-2491630,0,237502415,0,571680,11.75,42.1565196,-71.4895915
MA,2005,60167730,0,5209750,101847335,27375285,3861535,5691440,0,35132220,-2308215,0,237577215,0,600135,13.44,42.1565196,-71.4895915
MA,2006,55691705,0,7563225,116533380,29148290,3911390,5767855,0,11641230,-2894490,0,227988875,0,626290,16.6,42.1565196,-71.4895915
MA,2007,60121735,0,3987410,124625215,25598945,3740165,5605335,0,15258020,-4152735,0,235379875,0,595785,16.23,42.1565196,-71.4895915
MA,2008,53143440,0,5779055,107572170,29343195,3864640,5645230,0,10539995,-3992000,400,212527390,18360,612900,17.56,42.1565196,-71.4895915
MA,2009,45140550,0,6005380,104939180,26980105,3804545,5539375,0,4485390,-2668180,215,194833255,29780,576920,16.87,42.1565196,-71.4895915
MA,2010,41529450,0,4981695,127908760,29589065,3853145,5626630,0,1478680,-1685345,4640,214024120,110340,627060,14.59,42.1565196,-71.4895915
MA,2011,20294035,0,5743810,129698360,25426100,4297570,5195650,0,982515,-2201155,23820,190274105,306925,506475,14.67,42.1565196,-71.4895915
MA,2012,10684610,0,4562410,123361905,29297700,4386545,5281020,0,751990,-1537725,148070,177892105,448365,507220,14.91,42.1565196,-71.4895915
MA,2013,19796145,0,4957520,106284435,21653215,4379630,5302705,0,1951555,-1839530,532285,164425105,1024490,382655,15.83,42.1565196,-71.4895915
MA,2014,13974445,0,4510385,92488575,28845770,4390650,5367110,0,5024170,-2290790,1531605,155592955,1124855,626185,17.39,42.1565196,-71.4895915
MA,2015,11263320,0,4135920,105037055,24974030,4339030,5235515,0,3885375,-2369405,2256830,160429845,1073330,598845,19.83,42.1565196,-71.4895915
MA,2016,9374660,0,3562580,105719680,27071590,4289660,5376650,0,2111405,-2502250,3046405,159775110,1080615,644110,19,42.1565196,-71.4895915
MA,2017,5681590,0,5187455,110764025,25235850,4132920,5147945,0,1327535,-2215060,3942380,161021820,1163110,654065,20.06,42.1565196,-71.4895915
MD,1990,47019724,0,4597820,3044886,2502832,0,742148,976394,7142544,0,0,66324584,0,298236,7.22,38.9466584,-76.6744939
MD,1991,45671342,0,2814574,3034926,18072200,0,673102,957408,8157012,0,0,79701768,0,321204,7.9,38.9466584,-76.6744939
MD,1992,47700940,0,3649318,2155084,21327900,0,659708,1013144,5499022,0,0,82354718,0,349602,7.97,38.9466584,-76.6744939
MD,1993,50253958,0,3316542,1544608,24601632,0,607636,951576,8329580,0,0,89955776,0,350244,8.21,38.9466584,-76.6744939
MD,1994,51249516,0,4019072,2344084,22470816,0,704128,1003524,8550452,0,0,90679236,0,337644,8.39,38.9466584,-76.6744939
MD,1995,55190512,0,2884012,3097768,25875942,0,1002384,1371442,2958938,0,0,92731286,0,350288,8.43,38.9466584,-76.6744939
MD,1996,55984010,0,4914926,1975254,24185536,0,1131676,1078670,2944054,0,0,92549234,0,335108,8.26,38.9466584,-76.6744939
MD,1997,55241850,0,3176750,2825170,26425934,0,1175184,1128072,3130020,0,0,93414792,0,311812,8.33,38.9466584,-76.6744939
MD,1998,58589454,0,3479474,3981192,26661196,0,1210092,164632,6908700,0,0,101306034,0,311294,8.44,38.9466584,-76.6744939
MD,1999,59375310,0,2848394,4250386,26624670,0,1228948,119782,8581576,0,0,103371242,0,342176,8.39,38.9466584,-76.6744939
MD,2000,147255325,0,8663095,14264380,69136215,0,3194150,372860,11942975,0,0,255726900,0,897900,7.95,38.9466584,-76.6744939
MD,2001,141897045,0,5917590,8804060,68281335,1238500,1805380,2199900,15108195,0,0,245311700,0,59695,7.67,38.9466584,-76.6744939
MD,2002,143560265,0,8304945,11072155,60640025,1275170,1693635,2522565,11412160,0,0,241395440,0,914520,7.74,38.9466584,-76.6744939
MD,2003,149695430,0,13234920,5978210,68453565,1391120,1854055,1626775,17860915,0,0,261221185,0,1126200,7.73,38.9466584,-76.6744939
MD,2004,145977290,0,12537605,5916505,72901300,1443080,1984120,2057825,16484210,0,0,260263850,0,961920,7.8,38.9466584,-76.6744939
MD,2005,146513960,0,8518195,9434930,73516105,1467805,2086900,1712330,19027845,0,0,263308000,0,1029925,8.46,38.9466584,-76.6744939
MD,2006,147040110,0,10521375,8851030,69152055,1523175,2040475,1662220,2903630,0,0,244784400,0,1090330,9.71,38.9466584,-76.6744939
MD,2007,148495930,0,8261080,11204635,71765960,1432750,2001820,1887800,4924155,0,0,250989620,0,1015485,11.89,38.9466584,-76.6744939
MD,2008,136091195,0,9870390,9240735,73393475,1428225,2073905,1689115,2029200,0,0,236804765,0,988520,13.84,38.9466584,-76.6744939
MD,2009,120811725,0,9443845,8839225,72750595,1279455,1878610,1345910,1649500,0,0,218874160,0,875285,14.98,38.9466584,-76.6744939
MD,2010,118341025,0,8336980,14484895,69969740,1349530,2037015,1073635,1612190,0,400,218036320,7470,823440,14.32,38.9466584,-76.6744939
MD,2011,105294680,0,12735615,11553300,71987185,1492815,1899450,773200,1144835,0,13530,209090340,1353565,842160,13.31,38.9466584,-76.6744939
MD,2012,80923865,0,8282695,24724475,67896330,1482495,1975195,561570,686525,0,112365,189048720,1608435,794765,12.84,38.9466584,-76.6744939
MD,2013,77692345,0,8635100,14437945,71321525,1513560,2066100,0,947765,0,317425,179254060,1608350,713945,13.25,38.9466584,-76.6744939
MD,2014,88016455,0,8077615,12529450,71716670,1566420,2083595,0,2317280,0,490590,189168260,1618060,752130,13.63,38.9466584,-76.6744939
MD,2015,69628020,0,8115950,22776725,73216625,1589675,2016195,0,1161740,0,594005,181827720,2172975,555810,13.82,38.9466584,-76.6744939
MD,2016,69131065,0,6960935,27115230,73800885,1615300,2110145,0,802750,0,1043285,185833435,2635570,618265,14.23,38.9466584,-76.6744939
MD,2017,42570045,0,9827295,33645870,75534940,1608560,2079700,0,510905,0,1335450,170521195,2806745,601690,13.96,38.9466584,-76.6744939
ME,1990,906436,0,8181072,101572,9721454,0,721596,0,6162200,0,0,31892028,0,6097698,9.3,45.4092789,-68.6665979
ME,1991,1715920,0,7634462,98202,12528732,0,768838,0,4304418,0,0,34689566,0,7638994,10.45,45.4092789,-68.6665979
ME,1992,1119688,0,7025212,49374,10715998,0,818494,0,4374164,0,0,31367088,0,7264158,11.37,45.4092789,-68.6665979
ME,1993,1098340,0,6491560,19756,11479732,0,978214,9576,3726182,0,0,31228544,0,7425184,11.43,45.4092789,-68.6665979
ME,1994,1353840,0,7021534,18534,13263968,0,1024996,7856,3744676,0,0,32912300,0,6476896,12.32,45.4092789,-68.6665979
ME,1995,1081182,0,6707824,14438,395154,0,1125410,10580,4064464,0,0,19526102,0,6127050,12.51,45.4092789,-68.6665979
ME,1996,1019044,0,8314788,6460,10124034,2,1122898,11082,3321708,0,0,29868746,0,5948730,12.58,45.4092789,-68.6665979
ME,1997,1224446,0,7295862,6892,0,0,1075924,10146,4970414,0,0,20666812,0,6083128,12.75,45.4092789,-68.6665979
ME,1998,1176724,0,7431932,6738,0,0,1597394,9886,6290326,0,0,22006634,0,5493634,13.02,45.4092789,-68.6665979
ME,1999,988814,0,7511912,161470,0,0,1055520,9034,9422842,0,0,25347858,0,6198266,13.07,45.4092789,-68.6665979
ME,2000,3248740,0,17954075,15222200,0,718735,2904350,0,13986645,0,0,70239735,0,16204990,12.49,45.4092789,-68.6665979
ME,2001,2642060,0,13225615,50264745,0,2055450,1477925,0,10507610,0,0,97824105,0,17650700,13.13,45.4092789,-68.6665979
ME,2002,3019690,0,13839240,67519815,0,1931095,1598865,240,6147425,0,0,112675165,0,18618795,12.74,45.4092789,-68.6665979
ME,2003,1882660,0,15863110,47193520,0,2390920,1490525,170,9597745,0,0,94858175,0,16439525,12.37,45.4092789,-68.6665979
ME,2004,1797050,0,17151245,49160935,0,2835260,2055400,190,6559565,0,0,95494425,0,15934785,12.16,45.4092789,-68.6665979
ME,2005,1601355,0,20454630,41992265,0,1723465,1451150,270,8106955,0,0,94219890,0,18889795,13.23,45.4092789,-68.6665979
ME,2006,1606310,0,21390660,36489280,0,1781680,1415165,0,2974675,0,0,84080865,0,18423090,13.8,45.4092789,-68.6665979
ME,2007,1877885,0,18690840,33372970,0,1574360,1301715,0,4091885,0,0,80642835,495355,19237830,16.52,45.4092789,-68.6665979
ME,2008,1758995,0,22287025,36898075,0,1575655,1288975,0,2664925,0,0,85474595,658105,18342845,16.24,45.4092789,-68.6665979
ME,2009,360730,0,21058395,36776970,0,1694765,1364355,0,2167165,0,0,81749245,1493115,16833750,15.64,45.4092789,-68.6665979
ME,2010,435965,0,19051905,41868030,0,1614480,1317540,0,1361500,0,0,85093300,2495990,16947885,15.72,45.4092789,-68.6665979
ME,2011,275830,0,19894890,34384155,0,1952270,1383185,0,887825,0,0,79868440,3533200,17557090,15.38,45.4092789,-68.6665979
ME,2012,226290,0,18663020,30218475,0,2267990,1379320,0,539305,0,0,75241480,4434590,17512485,14.66,45.4092789,-68.6665979
ME,2013,313760,0,17802275,24366940,0,2004755,1101670,0,1195640,0,0,70150190,5238350,18126795,14.35,45.4092789,-68.6665979
ME,2014,395520,0,18116245,21721905,0,2025645,1026930,0,1525660,0,0,66243550,5486645,15945000,15.27,45.4092789,-68.6665979
ME,2015,459505,0,16802635,14759530,0,1700065,914605,0,2741315,0,0,58706325,6478540,14850130,15.61,45.4092789,-68.6665979
ME,2016,349115,0,14998440,17491700,0,1906890,924630,0,549620,0,0,57572135,8335515,13016225,15.83,45.4092789,-68.6665979
ME,2017,339675,0,16943885,11185340,0,1981465,872995,0,661955,0,27180,56321400,11664265,12644635,15.97,45.4092789,-68.6665979
MI,1990,134133740,0,3255836,15675912,43221000,0,621684,681898,1723450,-1389972,0,200119474,0,2195926,7.83,44.8441757,-85.660493
MI,1991,133756446,0,3503336,16998156,54042428,56442,1009956,435658,1317134,-1591570,0,211956248,0,2428262,8.06,44.8441757,-85.660493
MI,1992,126693404,0,3564542,19057278,37697462,62380,661004,487508,1257534,-1541804,0,190643878,0,2704570,8.11,44.8441757,-85.660493
MI,1993,127918160,0,3523684,20040426,57050000,74222,974808,6742,1523150,-1546428,0,212737098,0,3172334,8.16,44.8441757,-85.660493
MI,1994,139543232,0,3320536,20873098,28288562,30614,1086404,9268,1651046,-1622126,0,196614778,0,3434144,8.28,44.8441757,-85.660493
MI,1995,134401290,0,3194372,23149708,48896794,30572,1363074,2860,1710508,-1463640,0,214889224,0,3603686,8.34,44.8441757,-85.660493
MI,1996,135744304,0,3567062,26029232,53658726,30164,1815096,476832,1665498,-1640672,0,225036618,0,3690376,8.47,44.8441757,-85.660493
MI,1997,134889700,0,3424928,26776624,43827616,36244,1883264,1918,1515306,-1868770,0,213941518,0,3454688,8.57,44.8441757,-85.660493
MI,1998,140945314,0,2794236,26170360,24988306,39256,2004180,10588,2343322,-1860698,0,200954788,0,3519924,8.67,44.8441757,-85.660493
MI,1999,281619976,0,5833332,54055020,58362844,68,3917524,612,5937416,-3729896,0,412958860,0,6961964,8.73,44.8441757,-85.660493
MI,2000,341334995,0,7138395,63036320,94412160,305,5493925,0,5946315,-5268490,0,521047970,0,8954045,8.52,44.8441757,-85.660493
MI,2001,341315820,0,7809615,65867555,133553910,729515,3305605,28070,3749435,-5634185,0,559228050,1400,8501310,8.26,44.8441757,-85.660493
MI,2002,333497540,0,8346260,79267090,155437270,1407085,3725620,50540,5517425,-5177800,0,589445435,1645,7372760,8.28,44.8441757,-85.660493
MI,2003,338887415,0,6929115,56872720,139767815,1545560,3636570,10965,5319465,-5086230,0,556735300,13300,8838605,8.35,44.8441757,-85.660493
MI,2004,343030095,0,7697920,72738515,152809805,1456905,3449680,2993735,4482045,-5564920,0,592436345,9375,9333190,8.33,44.8441757,-85.660493
MI,2005,351614880,0,7308540,68819460,164357870,2809305,3582805,1860595,4387795,-5531205,0,608098855,9240,8879570,8.4,44.8441757,-85.660493
MI,2006,338900805,0,7601765,57049775,145330825,2812610,3684115,2061735,2009435,-5196050,0,562783690,11060,8517620,9.77,44.8441757,-85.660493
MI,2007,354052995,0,6349945,65704920,157584765,1514830,3609110,1412070,3492625,-5646205,0,596549680,13615,8461010,10.21,44.8441757,-85.660493
MI,2008,349277180,0,6821890,48010185,157422140,1429710,3697685,1322035,2287690,-4577510,0,574949030,705910,8552115,10.75,44.8441757,-85.660493
MI,2009,334238415,0,6859630,42097755,109255045,1721790,4170060,1012550,1996245,-4284320,0,506013025,1500860,7445005,11.6,44.8441757,-85.660493
MI,2010,328021870,0,6252765,61246310,148122900,1658385,4011880,1495025,1910140,-5112795,0,557756855,1801700,8348680,12.46,44.8441757,-85.660493
MI,2011,294741345,0,6786540,64910270,164447335,1815780,4136220,1345875,1713845,-4725085,0,545847535,2282370,8393035,13.27,44.8441757,-85.660493
MI,2012,265682160,0,6034130,108741790,140098570,1973315,4781135,1573775,1625715,-3866400,0,540790250,5658440,8487620,14.13,44.8441757,-85.660493
MI,2013,281457265,0,7095245,61706960,144604115,1561875,4938440,4783325,2662405,-4354110,0,527089005,13998120,8635360,14.59,44.8441757,-85.660493
MI,2014,264499220,0,8000110,62614185,156229240,2019005,5275530,5599230,5256650,-3504445,0,534084955,19340590,8755645,14.46,44.8441757,-85.660493
MI,2015,264420165,0,7496115,100223990,146668930,2024010,5191315,6063890,4132460,-2404105,5950,565040250,23984490,7233040,14.42,44.8441757,-85.660493
MI,2016,202634360,0,7821775,146475770,157758550,1508225,4862980,8073110,4094895,-3758250,46175,560608950,23478915,7612445,15.22,44.8441757,-85.660493
MI,2017,210102740,0,8394785,130653290,161905960,1297665,4929275,8260835,5582555,-3373795,316520,561567505,25956365,7541310,15.4,44.8441757,-85.660493
MN,1990,56352560,0,1714092,1079678,24278604,0,969622,0,895628,0,0,86140752,532,850036,6.8,46.3158148,-94.1996628
MN,1991,53567626,0,2074184,1607880,24118110,0,879622,0,1167394,0,0,84264220,474,848930,6.92,46.3158148,-94.1996628
MN,1992,51402532,0,2125012,1291776,22332710,0,1050010,0,1297316,0,0,80517768,290,1018122,7.01,46.3158148,-94.1996628
MN,1993,57304724,0,2301616,1025386,23972106,0,1053950,0,1275808,0,0,88081270,370,1147310,7.09,46.3158148,-94.1996628
MN,1994,56251406,0,2277466,1313714,24447240,0,1241734,0,1215400,0,0,87795310,79046,969304,7.16,46.3158148,-94.1996628
