state,Year,Coal,Geothermal,Hydroelectric,NaturalGas,Nuclear,Other,OtherBiomass,OtherGases,Petroleum,PumpedStorage,Solar,Total,Wind,Wood,Price_Residential,lat,lng
DE,1997,8001168,0,0,3657516,0,0,0,355584,2431002,0,0,14445270,0,0,9.22,38.9986239,-75.441692
DE,1998,7812354,0,0,2553944,0,8322,0,375282,3047268,0,0,13797170,0,0,9.13,38.9986239,-75.441692
DE,1999,11338844,0,0,8971164,0,0,0,678740,6418204,0,0,27406952,0,0,9.17,38.9986239,-75.441692
DE,2000,20561480,0,0,4202540,0,0,94190,833845,4245200,0,0,29937255,0,0,8.54,38.9986239,-75.441692
DE,2001,16842535,0,0,7877430,0,0,0,785310,8533145,0,0,34038420,0,0,8.61,38.9986239,-75.441692
DE,2002,17317825,0,0,7214415,0,0,0,731730,4748475,0,0,30012445,0,0,8.7,38.9986239,-75.441692
DE,2003,20132480,0,0,7318900,0,0,0,925735,8584320,0,0,36961435,0,0,8.59,38.9986239,-75.441692
DE,2004,23719175,0,0,8592095,0,0,0,1448600,5517890,0,0,39277765,0,0,8.78,38.9986239,-75.441692
DE,2005,24164220,0,0,7954085,0,0,0,2463340,6101195,0,0,40682840,0,0,9.01,38.9986239,-75.441692
DE,2006,24844060,0,0,5853840,0,0,2085,4551340,659575,0,0,35910895,0,0,11.85,38.9986239,-75.441692
DE,2007,28109110,0,0,9509920,0,0,240580,3605525,1205680,0,0,42670815,0,0,13.16,38.9986239,-75.441692
DE,2008,26334575,0,0,6935045,0,54705,816875,2382110,1095885,0,0,37619195,0,0,13.93,38.9986239,-75.441692
DE,2009,14240855,0,0,6882005,0,29385,628055,1135685,1291830,0,0,24207815,0,0,14.07,38.9986239,-75.441692
DE,2010,12841850,0,0,14324915,0,0,678205,0,280475,0,0,28138225,12780,0,13.8,38.9986239,-75.441692
DE,2011,7274980,0,0,23656845,0,0,723660,1041270,188695,0,41400,32950975,24125,0,13.7,38.9986239,-75.441692
DE,2012,7113515,0,0,34073635,0,0,524270,1217945,108120,0,112795,43168470,18190,0,13.58,38.9986239,-75.441692
DE,2013,7723605,0,0,29656440,0,0,286735,777045,114560,0,223635,38804305,22290,0,12.95,38.9986239,-75.441692
DE,2014,4326920,0,0,31487290,0,0,382495,1131895,916410,0,247650,38517920,25255,0,13.29,38.9986239,-75.441692
DE,2015,2992940,0,0,33446335,0,0,381490,1190405,770670,0,242560,39050030,25630,0,13.42,38.9986239,-75.441692
DE,2016,2396750,0,0,38937345,0,0,339935,1387385,312855,0,255430,43656305,26605,0,13.42,38.9986239,-75.441692
DE,2017,1793985,0,0,33615940,0,0,314075,1352565,127065,0,251425,37479880,24825,0,13.35,38.9986239,-75.441692
FL,1990,120200514,0,349208,37285366,43559120,2906204,3346156,0,51070276,0,0,263005106,0,4288262,7.77,28.4574302,-82.4091478
FL,1991,124026968,0,526132,39517620,41015138,3835078,4519684,20584,61199918,0,0,278833378,0,4172256,7.91,28.4574302,-82.4091478
FL,1992,125419306,0,471208,39839232,50231912,3903716,5841536,30356,57235572,0,0,287554286,0,4581448,7.75,28.4574302,-82.4091478
FL,1993,126277348,0,421552,41509602,51773728,3353910,6193918,144826,69454184,0,0,303868312,0,4739244,7.99,28.4574302,-82.4091478
FL,1994,126930216,0,548948,52303858,53364214,4102684,6354374,69758,67794768,0,0,316293692,0,4824872,7.78,28.4574302,-82.4091478
FL,1995,131523682,0,461680,85510300,57481234,4053974,6679764,62956,44575002,0,0,334828744,0,4480152,7.82,28.4574302,-82.4091478
FL,1996,141713578,0,431120,78469370,50940582,4089882,6862326,58612,46769026,0,0,334169872,0,4835376,7.99,28.4574302,-82.4091478
FL,1997,141869010,0,482560,79751368,45935486,4117652,6611660,112418,52319442,0,0,336493986,0,5294390,8.08,28.4574302,-82.4091478
FL,1998,140558888,0,397010,77846382,62230838,4086298,6786736,160610,83043302,0,0,379257992,0,4147928,7.89,28.4574302,-82.4091478
FL,1999,135259854,0,280350,86333912,63052570,4076152,7070794,53238,74261260,0,0,374526852,0,4138722,7.73,28.4574302,-82.4091478
FL,2000,145483658,0,173538,86405734,64582690,4072366,7262626,46942,71486060,0,0,383631680,0,4118066,7.77,28.4574302,-82.4091478
FL,2001,136455476,0,295436,87139610,63166808,6092698,3923042,1268,81159878,0,0,381890688,0,3656472,8.59,28.4574302,-82.4091478
FL,2002,131852786,0,368228,126328070,67408460,5879586,4373778,26158,67362702,0,0,406705550,0,3105782,8.16,28.4574302,-82.4091478
FL,2003,135349160,0,525334,136586838,61958962,7421400,4527390,21010,74409140,0,0,425220022,0,4420788,8.55,28.4574302,-82.4091478
FL,2004,129723548,0,530516,153153940,62431152,6853188,4570494,29464,74510904,0,0,436235856,0,4432648,8.99,28.4574302,-82.4091478
FL,2005,125030602,0,532318,167190390,57517652,7158922,4609912,26480,74402068,0,0,440512824,0,4044480,9.62,28.4574302,-82.4091478
FL,2006,130846672,0,406844,192372280,62852698,6521342,4703402,33848,45808180,0,0,447503242,0,3957976,11.33,28.4574302,-82.4091478
FL,2007,135816230,0,308892,200614366,58578578,6472360,4746038,30324,40405734,0,0,450832120,0,3859596,11.22,28.4574302,-82.4091478
FL,2008,129646822,0,412316,206726246,64266552,5654526,4668254,19954,23941486,0,0,439273636,0,3937482,11.65,28.4574302,-82.4091478
FL,2009,108006144,0,416404,236644616,58235754,5465402,4753474,13600,18442034,0,18940,435904616,0,3908250,12.39,28.4574302,-82.4091478
FL,2010,119794866,0,354948,257268502,47871844,5667118,4774832,16150,18244994,0,160880,458191870,0,4037736,11.44,28.4574302,-82.4091478
FL,2011,103981922,0,364084,272727748,44030736,6770102,4669970,12382,6561888,0,251452,443789148,0,4418866,11.51,28.4574302,-82.4091478
FL,2012,88572782,0,301022,299399282,35739870,6387560,4545242,12108,2732052,0,387232,442192272,0,4115122,11.42,28.4574302,-82.4091478
FL,2013,92685110,0,508428,277932738,53051710,6172098,4618882,9342,5120932,0,419804,444797848,0,4278804,11.27,28.4574302,-82.4091478
FL,2014,104107378,0,422776,280068140,55736540,5781632,4583632,13338,3755854,0,483368,460031874,0,5079216,11.89,28.4574302,-82.4091478
FL,2015,85808018,0,488588,311648304,56243832,6041090,5003718,9548,4299030,0,447866,474825266,0,4835272,11.58,28.4574302,-82.4091478
FL,2016,78858936,0,349102,316990890,58640044,6301050,5342564,9432,5640606,0,447966,476524300,0,3943712,10.98,28.4574302,-82.4091478
FL,2017,75025524,0,436598,322208590,58292438,6156318,5569758,9808,2925768,0,1752864,476826298,0,4448630,11.61,28.4574302,-82.4091478
GA,1990,137091384,0,9178234,1660360,49593768,2,270914,0,998960,684220,0,205372480,0,5894638,7.46,32.6295789,-83.4235109
GA,1991,122068144,0,8464116,1619652,52032046,862,131576,0,1082064,864582,0,192346262,0,6083220,7.5,32.6295789,-83.4235109
GA,1992,118455908,0,9830636,1458580,55992596,0,174128,0,1626810,966158,0,194716458,0,6211642,7.73,32.6295789,-83.4235109
GA,1993,128505132,0,8913302,1392428,54466704,0,226788,0,2275826,688888,0,202895142,0,6426074,7.79,32.6295789,-83.4235109
GA,1994,131397504,0,8662870,1267902,57854180,0,117142,0,1996558,1156912,0,208712818,0,6259750,7.72,32.6295789,-83.4235109
GA,1995,133884720,0,8393482,2919768,61321252,0,136388,0,1699720,1074924,0,215757192,0,6326938,7.85,32.6295789,-83.4235109
GA,1996,128471932,0,9357920,2037956,59850002,0,203542,248,2051776,620204,0,208640082,0,6046502,7.66,32.6295789,-83.4235109
GA,1997,134351142,0,8559378,2432216,60828988,8388,122962,0,1862336,379038,0,215251916,0,6707468,7.74,32.6295789,-83.4235109
GA,1998,141756104,0,10469042,6586280,62760802,13362,108696,0,3142382,-345396,0,230647412,0,6156140,7.67,32.6295789,-83.4235109
GA,1999,150289318,0,5502348,6457538,62956244,18138,94224,0,3124934,-96172,0,234677490,0,6330918,7.56,32.6295789,-83.4235109
GA,2000,160200900,0,4961594,8502154,64945870,3060,178680,0,3241306,-309656,0,247754826,0,6030918,7.6,32.6295789,-83.4235109
GA,2001,149122362,0,5192854,7731746,67363538,15912,56840,0,2341078,-1139420,0,236633578,0,5948668,7.72,32.6295789,-83.4235109
GA,2002,157656248,0,5431444,13778300,62215470,67304,324914,0,2409130,-1296336,0,253024430,0,12437956,7.63,32.6295789,-83.4235109
GA,2003,157276978,0,8280540,8553982,66513298,66392,267842,0,2388118,-1272186,0,248153668,0,6078706,7.7,32.6295789,-83.4235109
GA,2004,159885926,0,7384792,12259304,67495410,79154,166928,0,1893056,-1755692,0,253625430,0,6216550,7.86,32.6295789,-83.4235109
GA,2005,174364518,0,8064106,19542068,63068518,105054,154246,0,2066184,-418442,0,273335784,0,6389530,8.64,32.6295789,-83.4235109
GA,2006,173007972,0,5137674,25921196,64011620,236352,113416,0,1668450,-800686,0,276020416,0,6724420,8.91,32.6295789,-83.4235109
GA,2007,180595058,0,4472376,32157888,65089996,230998,106648,0,1576454,-643298,0,290310316,0,6724194,9.1,32.6295789,-83.4235109
GA,2008,170982516,0,4289236,26856824,63382190,102808,243370,0,1483122,-313844,0,272346790,0,5320570,9.93,32.6295789,-83.4235109
GA,2009,138956392,0,6519366,41011498,63365158,50674,159200,0,1299348,543976,0,257396752,0,5491138,10.13,32.6295789,-83.4235109
GA,2010,146596084,0,6643404,47768914,67024066,35072,254002,0,1281126,-555908,0,275153882,0,6107124,10.07,32.6295789,-83.4235109
GA,2011,120318680,0,5410116,53087208,64612362,55734,238526,0,1102576,-1467034,0,249498682,0,6140514,11.05,32.6295789,-83.4235109
GA,2012,81430098,0,4472600,85077202,67883268,112110,336244,0,756144,-1675768,5842,244612728,0,6214988,11.17,32.6295789,-83.4235109
GA,2013,80465732,0,7427180,80659694,65805562,175670,830478,0,549876,-854602,28994,241907468,0,6818884,11.46,32.6295789,-83.4235109
GA,2014,90590226,0,6128694,81921596,65140364,133994,826992,0,755620,-1561266,238454,251674448,0,7499772,11.65,32.6295789,-83.4235109
GA,2015,74261260,0,5967126,100938532,67676924,174234,681600,0,520742,-1629064,258904,257635796,0,8785536,11.54,32.6295789,-83.4235109
GA,2016,75780948,0,6745354,105724928,68961324,201956,541774,0,423690,-1986048,1761846,266760832,0,8605058,11.5,32.6295789,-83.4235109
GA,2017,64974116,0,4819498,105445128,67417610,174790,705456,0,565550,-2495158,3972544,254910752,0,9331216,11.9,32.6295789,-83.4235109
HI,1990,4762,0,159032,0,0,0,1680010,32326,17471724,0,0,19405504,57650,0,10.26,22.0120383,-159.7059653
HI,1991,15224,0,141976,0,0,0,1646164,102958,15428906,0,0,17406470,71242,0,10.52,22.0120383,-159.7059653
HI,1992,1113256,4268,122246,0,0,0,1610084,124802,16668406,0,0,19688922,45352,508,10.9,22.0120383,-159.7059653
HI,1993,2958148,304498,112486,0,0,0,1554112,126136,14787962,0,0,19887374,43888,144,12.28,22.0120383,-159.7059653
HI,1994,2653484,370636,278852,0,0,0,1460248,131438,15281826,0,0,20217804,40700,620,12.45,22.0120383,-159.7059653
HI,1995,3122408,469042,195620,0,0,4238,1277050,138614,15357990,0,0,20607966,40714,2290,13.32,22.0120383,-159.7059653
HI,1996,3286206,483970,208064,0,0,0,1183530,120730,15926234,0,0,21255788,45056,1998,14.26,22.0120383,-159.7059653
HI,1997,3149462,490780,230660,0,0,0,1211618,130766,15378280,0,0,20624494,32062,866,14.8,22.0120383,-159.7059653
HI,1998,2869736,474166,242546,0,0,0,1008132,120886,15702136,0,0,20456164,38562,0,13.82,22.0120383,-159.7059653
HI,1999,2880490,421714,229804,0,0,0,1153190,99022,15990644,0,0,20807852,32988,0,14.3,22.0120383,-159.7059653
HI,2000,3157170,524106,206916,0,0,0,1076698,84346,16103564,0,0,21186806,34006,0,16.41,22.0120383,-159.7059653
HI,2001,3209528,413184,201500,0,0,338956,575416,75710,16447648,0,0,21266186,4244,0,16.34,22.0120383,-159.7059653
HI,2002,3091594,145522,190136,0,0,286962,593086,81632,18933980,0,0,23326140,3228,0,15.63,22.0120383,-159.7059653
HI,2003,3288274,356584,181010,0,0,343794,694334,80502,17005100,0,0,21952742,3144,0,16.73,22.0120383,-159.7059653
HI,2004,3207502,426576,187802,0,0,341064,657664,95816,17889392,0,0,22820806,14990,0,18.06,22.0120383,-159.7059653
HI,2005,3261836,443194,192376,0,0,298012,619480,82266,18135184,0,0,23045610,13264,0,20.7,22.0120383,-159.7059653
HI,2006,3097190,424552,240174,0,0,351238,651384,85514,18108948,0,0,23118348,159348,0,23.35,22.0120383,-159.7059653
HI,2007,3157862,459772,184686,0,0,298590,570554,90452,17828414,0,0,23066700,476368,0,24.12,22.0120383,-159.7059653
HI,2008,3295184,468666,168686,0,0,318292,604846,77144,17339868,0,36,22752770,480046,0,32.5,22.0120383,-159.7059653
HI,2009,3000332,335182,225298,0,0,762864,568854,44690,16578214,0,2780,22021066,502854,0,24.2,22.0120383,-159.7059653
HI,2010,3091026,401190,140846,0,0,727760,566948,43830,16174674,0,3540,21672072,522240,18,28.1,22.0120383,-159.7059653
HI,2011,2848072,447776,186282,0,0,732122,625254,70500,15847850,0,7186,21446666,681624,0,34.68,22.0120383,-159.7059653
HI,2012,3074680,521994,229162,0,0,725472,561952,94072,14965520,0,9216,20938538,756468,0,37.34,22.0120383,-159.7059653
HI,2013,2807508,549682,156590,0,0,787854,658728,82660,14445532,0,38932,20534104,1006620,0,36.98,22.0120383,-159.7059653
HI,2014,3022368,507682,188166,0,0,810038,668060,124408,13851838,0,78524,20408316,1157234,0,37.04,22.0120383,-159.7059653
HI,2015,2674824,460680,242340,0,0,738326,641882,100310,14046300,0,108794,20239000,1225544,0,29.6,22.0120383,-159.7059653
HI,2016,2994760,520204,181698,0,0,644178,718932,102012,13280632,0,177022,19897690,1278254,0,27.47,22.0120383,-159.7059653
HI,2017,2751448,645184,132150,0,0,726246,585524,104044,13267192,0,348202,19624100,1064110,0,29.5,22.0120383,-159.7059653
IA,1990,51503882,0,1750228,666780,6023144,0,36036,0,108942,0,0,60089012,0,0,7.81,42.0700243,-93.4933473
IA,1991,53513542,0,1802222,776008,8293622,0,50534,0,99784,0,0,64535712,0,0,7.76,42.0700243,-93.4933473
IA,1992,51526026,0,1999330,538022,6810288,0,40018,0,80170,0,0,60993854,0,0,8.02,42.0700243,-93.4933473
IA,1993,55063288,0,1494364,897978,6470018,0,58528,0,113850,0,0,64098026,0,0,8.02,42.0700243,-93.4933473
IA,1994,54901784,0,2142046,752970,8214766,0,118570,0,203580,0,0,66334012,106,190,8.09,42.0700243,-93.4933473
IA,1995,58819408,0,2005948,959778,7459940,0,128270,0,131722,0,0,69505856,234,556,8.24,42.0700243,-93.4933473
IA,1996,58685900,0,1870666,698934,7847262,0,137520,0,134810,0,0,69377230,216,1922,8.16,42.0700243,-93.4933473
IA,1997,59666450,0,1609888,875382,8298222,0,205438,0,180384,0,0,70837880,236,1880,8.21,42.0700243,-93.4933473
IA,1998,65999942,0,1825830,1121784,7535026,0,179754,0,233086,0,0,76897578,178,1978,8.38,42.0700243,-93.4933473
IA,1999,66308472,0,1891244,1014750,7280516,0,181154,0,272906,0,0,77602962,652708,1212,8.35,42.0700243,-93.4933473
IA,2000,70134186,0,1808020,867528,8905768,0,177124,0,203754,0,0,83084020,987640,0,8.37,42.0700243,-93.4933473
IA,2001,69330190,0,1690308,1185704,7705444,16898,207496,0,205256,0,0,81317024,975728,0,8.41,42.0700243,-93.4933473
IA,2002,70744116,0,1892766,1109438,9147916,468,196484,0,127728,0,0,85056768,1837670,182,8.35,42.0700243,-93.4933473
IA,2003,71639890,0,1577186,625792,7975314,19250,228340,0,202672,0,0,84232384,1963940,0,8.57,42.0700243,-93.4933473
IA,2004,70544392,0,1891918,1649412,9857896,23766,211852,0,217240,0,0,86496378,2099904,0,8.96,42.0700243,-93.4933473
IA,2005,68504668,0,1919052,4961740,9076626,23146,233684,0,299136,0,0,88312320,3294268,0,9.27,42.0700243,-93.4933473
IA,2006,68810388,0,1818696,4800028,10190884,20852,273792,0,416642,0,0,90966924,4635642,0,9.63,42.0700243,-93.4933473
IA,2007,75971132,0,1924692,6181758,9037750,23722,302168,0,623830,0,0,99578434,5513352,32,9.45,42.0700243,-93.4933473
IA,2008,80820214,0,1638094,4326382,10564404,26,334528,0,322254,0,0,106173572,8167574,98,9.49,42.0700243,-93.4933473
IA,2009,74702872,0,1942330,2368434,9357862,926,335774,0,170502,0,0,103720126,14841040,388,9.99,42.0700243,-93.4933473
IA,2010,82565874,0,1896336,2624390,8901280,0,380292,0,308594,0,0,115017442,18340674,0,10.42,42.0700243,-93.4933473
IA,2011,76458720,0,1850704,1982366,10430458,0,321184,0,282040,0,0,112743826,21418354,0,10.46,42.0700243,-93.4933473
IA,2012,70662702,0,1532382,3881772,8693990,0,301868,0,213114,0,0,113350812,28064984,0,10.82,42.0700243,-93.4933473
IA,2013,66604690,0,1498244,2860024,10641570,0,317260,0,282912,0,0,113341514,31136812,0,11.04,42.0700243,-93.4933473
IA,2014,67465530,0,1757210,2745030,8304936,0,528940,0,287858,0,0,113706564,32613510,3552,11.16,42.0700243,-93.4933473
IA,2015,59622150,0,1920290,4796270,10486892,10102,512296,0,220584,0,0,113317836,35745264,3990,11.63,42.0700243,-93.4933473
IA,2016,50396694,0,1833578,5921894,9405330,24242,501340,0,555546,0,302,108785014,40143998,2090,11.94,42.0700243,-93.4933473
IA,2017,50716460,0,2067880,9134894,10427018,4764,415718,0,293438,0,9676,115819132,42745504,3780,12.34,42.0700243,-93.4933473
ID,1990,88742,0,18229980,111428,0,130406,0,0,1988,0,0,19382950,0,820406,4.87,44.3484222,-114.5588538
ID,1991,32718,0,17490558,214486,0,123896,19568,0,722,0,0,18857238,0,975290,4.88,44.3484222,-114.5588538
ID,1992,88742,0,13307954,275098,0,144064,17238,0,4626,0,0,14926008,0,1088286,4.93,44.3484222,-114.5588538
ID,1993,78598,0,19430970,313472,0,149688,20480,0,864,0,0,21066866,0,1072794,4.99,44.3484222,-114.5588538
ID,1994,76076,0,15832306,318122,0,170276,24420,0,130,0,0,17453594,0,1032264,5.09,44.3484222,-114.5588538
ID,1995,95054,0,21978668,334584,0,180560,25974,0,1128,0,0,23689210,0,1073242,5.33,44.3484222,-114.5588538
ID,1996,60124,0,26566496,335700,0,191208,7366,0,2568,0,0,28179616,0,1016154,5.28,44.3484222,-114.5588538
ID,1997,109848,0,58702508,1251952,0,359800,37064,0,46984,0,0,62356040,0,1847884,5.15,44.3484222,-114.5588538
ID,1998,192480,0,51742200,1348608,0,334056,200,0,2500,0,0,55634692,0,2014648,5.28,44.3484222,-114.5588538
ID,1999,207548,0,53996604,1326440,0,324284,0,0,976,0,0,57746592,0,1890740,5.26,44.3484222,-114.5588538
ID,2000,141350,0,21933390,598106,0,167626,0,0,13896,0,0,23820884,0,966516,5.39,44.3484222,-114.5588538
ID,2001,144568,0,14446252,2810572,0,218374,0,0,7446,0,0,18693882,0,1066670,6.01,44.3484222,-114.5588538
ID,2002,181346,0,17538642,657976,0,179166,0,0,130,0,0,19573866,0,1016606,6.59,44.3484222,-114.5588538
ID,2003,180580,0,16708068,2749640,0,125444,0,0,232,0,0,20845870,0,1081906,6.24,44.3484222,-114.5588538
ID,2004,396812,0,33846620,6815292,0,151768,0,0,544,0,0,43452156,0,2241120,6.1,44.3484222,-114.5588538
ID,2005,190362,0,17084242,3194560,0,61532,0,0,10,0,0,21649968,0,1119262,6.29,44.3484222,-114.5588538
ID,2006,164604,0,22484744,2596790,0,145832,0,0,288,0,0,26772170,339234,1040680,6.21,44.3484222,-114.5588538
ID,2007,167128,0,18043380,3314510,0,137198,0,0,268,0,0,22968182,344534,961164,6.36,44.3484222,-114.5588538
ID,2008,452245,427735,46812505,8497765,0,347585,0,0,600,0,0,59852765,1037360,2276965,6.99,44.3484222,-114.5588538
ID,2009,412825,379750,52171320,8217975,0,361855,0,0,205,0,0,65500760,1567090,2389740,7.8,44.3484222,-114.5588538
ID,2010,441390,359205,45771220,8446160,0,393630,117910,0,370,0,0,60122820,2203730,2389205,7.99,44.3484222,-114.5588538
ID,2011,166824,126980,26809598,2221488,0,155262,95236,0,52,0,0,33137572,2613364,948768,7.87,44.3484222,-114.5588538
ID,2012,153474,149352,21880810,3796334,0,138518,179372,0,38,0,0,30998178,3781118,919162,8.67,44.3484222,-114.5588538
ID,2013,183236,79366,16946902,6783820,0,154116,396830,0,76,0,0,30372256,4920262,907648,9.32,44.3484222,-114.5588538
ID,2014,155342,157598,18004420,5105076,0,149756,350828,0,2,0,0,30368834,5611600,834210,9.72,44.3484222,-114.5588538
ID,2015,157986,151200,17513244,7607176,0,161536,350962,0,122,0,0,31334190,4540372,851592,9.93,44.3484222,-114.5588538
ID,2016,58376,143990,18066544,6642924,0,130096,236856,0,366,0,59602,31321876,5156830,826290,9.95,44.3484222,-114.5588538
ID,2017,47674,168872,21340818,6158814,0,136686,233510,0,340,0,918690,34792048,5089350,697294,10.04,44.3484222,-114.5588538
IL,1990,109932036,0,287852,2839782,143774604,0,309710,763124,877168,0,0,258784942,0,666,9.92,40.1028754,-89.1526108
IL,1991,110120340,0,268914,3471740,143732182,0,364110,770762,1820220,0,0,260548690,0,422,9.87,40.1028754,-89.1526108
IL,1992,102833182,0,278616,3407194,147484642,0,404788,808156,875786,0,0,256092456,0,92,10.29,40.1028754,-89.1526108
IL,1993,122980630,0,260388,4253222,156746916,0,502068,694278,1468184,0,0,286906182,0,496,10.28,40.1028754,-89.1526108
IL,1994,125996826,0,241266,7466108,145308998,0,579838,518348,2486912,0,0,282598590,0,294,9.98,40.1028754,-89.1526108
IL,1995,128831660,0,247872,7948756,156961696,0,682654,793812,1845008,0,0,297315862,0,4404,10.37,40.1028754,-89.1526108
IL,1996,146696150,0,211178,5627536,139548712,0,918828,798986,1659526,0,0,295466058,0,5142,10.34,40.1028754,-89.1526108
IL,1997,312485068,0,388696,17130416,204275272,0,2566164,1444476,2111688,0,0,540563076,0,161296,10.43,40.1028754,-89.1526108
IL,1998,301420644,0,550852,22097368,222382672,77240,2503576,1371296,3449684,0,0,553858248,0,4916,9.85,40.1028754,-89.1526108
IL,1999,300358108,0,568376,19986112,326975556,83532,2782336,1285052,1601944,0,0,653642080,0,1064,8.83,40.1028754,-89.1526108
IL,2000,411614160,0,719140,23327815,447190245,0,4541955,1921990,3165100,0,0,892480405,0,0,8.83,40.1028754,-89.1526108
IL,2001,397753185,0,720135,23031465,461792385,247505,3392845,1778880,7530025,0,0,896246425,0,0,8.71,40.1028754,-89.1526108
IL,2002,433426735,0,644110,45393675,454300540,611980,3617540,1164250,1113415,0,0,940272245,0,0,8.39,40.1028754,-89.1526108
IL,2003,439906745,0,692500,19512315,473665180,782090,4004635,1018135,5604585,0,0,945276300,90120,0,8.38,40.1028754,-89.1526108
IL,2004,472008140,0,767645,16966560,460236615,658200,3719630,1230040,3811700,0,0,959788890,390365,0,8.37,40.1028754,-89.1526108
IL,2005,461325950,0,645185,35571255,466315005,198985,3208675,993995,1635950,0,0,970600730,705730,0,8.34,40.1028754,-89.1526108
IL,2006,458243820,0,866360,26394990,470770700,191915,2971305,744110,678735,0,0,962134790,1272855,0,8.42,40.1028754,-89.1526108
IL,2007,476324570,0,768635,37707635,478644225,104890,3101625,671355,658335,0,0,1001303405,3322135,0,10.12,40.1028754,-89.1526108
IL,2008,483220190,0,692745,21299350,475758470,247240,3486850,269370,713640,0,0,997375890,11684980,3060,11.07,40.1028754,-89.1526108
IL,2009,449834300,0,681900,22473600,477369600,309100,3548715,441870,562655,0,80,969321785,14097660,2305,11.27,40.1028754,-89.1526108
IL,2010,468056825,0,592715,28618665,480947935,1500475,3351300,803225,548720,0,70725,1006759360,22268170,600,11.52,40.1028754,-89.1526108
IL,2011,450066625,0,702310,29779000,479115980,1494310,3187900,1592745,421200,0,70310,997498640,31065660,2595,11.78,40.1028754,-89.1526108
IL,2012,404133890,0,556040,55944875,482006545,1497305,3075965,1467950,356910,0,153285,987826810,38634045,0,11.38,40.1028754,-89.1526108
IL,2013,439635695,0,601475,34138430,485657180,1423225,3039930,1779750,362165,0,260600,1015024595,48126145,0,10.63,40.1028754,-89.1526108
IL,2014,436411950,0,661490,27327125,489289500,1408160,2831860,1690465,433780,0,250585,1010719390,50414470,0,11.91,40.1028754,-89.1526108
IL,2015,368868530,0,622300,54319415,486410695,1241060,2634105,1400300,280465,0,246800,969760200,53736350,180,12.5,40.1028754,-89.1526108
IL,2016,296689010,0,664170,87423455,493035190,1369270,2335060,1020765,347515,0,244050,936445655,53317170,0,12.54,40.1028754,-89.1526108
IL,2017,289901430,0,625655,75080080,485955710,1267935,2370290,900490,255730,0,260735,917956885,61338830,0,12.95,40.1028754,-89.1526108
IN,1990,193851108,0,882042,2941674,0,0,74234,3349098,1736076,0,0,202834232,0,0,6.87,39.9030256,-86.2839503
IN,1991,194914454,0,798102,2909496,0,0,66228,4215612,1058706,0,0,203962598,0,0,6.73,39.9030256,-86.2839503
IN,1992,193233760,0,1124952,2368514,0,0,66942,4266832,976128,0,0,202037128,0,0,6.86,39.9030256,-86.2839503
IN,1993,199353906,0,896800,1949196,0,0,64908,4260918,744548,0,0,207270276,0,0,6.67,39.9030256,-86.2839503
IN,1994,205842852,0,813734,3018342,0,0,73986,3883036,732164,0,0,214364114,0,0,6.78,39.9030256,-86.2839503
IN,1995,209376132,0,934522,2907126,0,0,168680,4241990,685242,0,0,218313692,0,0,6.74,39.9030256,-86.2839503
IN,1996,210898050,0,896728,2492350,0,0,208292,4106724,1202060,0,0,219804204,0,0,6.77,39.9030256,-86.2839503
IN,1997,220103326,0,1123186,2466202,0,0,248112,3990694,1526294,0,0,229457814,0,0,6.94,39.9030256,-86.2839503
IN,1998,223636190,0,957336,4154308,0,0,248222,3792792,2154202,0,0,234943050,0,0,7.01,39.9030256,-86.2839503
IN,1999,230418410,0,813948,4218242,0,47752,251956,5937780,1840914,0,0,243529002,0,0,6.96,39.9030256,-86.2839503
IN,2000,242955768,0,1176552,4109232,0,0,259764,5198674,1939042,0,0,255639032,0,0,6.87,39.9030256,-86.2839503
IN,2001,232133024,0,1141384,4663320,0,31876,229160,5957618,982964,0,0,245139346,0,0,6.92,39.9030256,-86.2839503
IN,2002,235319400,0,822540,7564902,0,31284,231892,6011996,1234264,0,0,251216280,0,0,6.91,39.9030256,-86.2839503
IN,2003,235512568,0,847906,6098870,0,983728,238276,5184514,910574,0,0,249776434,0,0,7.04,39.9030256,-86.2839503
IN,2004,241341864,0,887442,4876452,0,1037148,274740,6272634,850514,0,0,255540792,0,0,7.3,39.9030256,-86.2839503
IN,2005,245666956,0,876564,7230610,0,868888,135384,5443154,521588,0,0,260743146,0,0,7.5,39.9030256,-86.2839503
IN,2006,247290934,0,979030,5363766,0,869952,440424,5740198,295270,0,0,260979576,0,0,8.22,39.9030256,-86.2839503
IN,2007,245605794,0,899872,8023648,0,761422,462494,5182812,339954,0,0,261275998,0,0,8.26,39.9030256,-86.2839503
IN,2008,244072172,0,873560,7272606,0,711368,546076,4711608,356488,0,0,259020588,476712,0,8.87,39.9030256,-86.2839503
IN,2009,216623396,0,1006940,7659316,0,685592,605288,3640130,313514,0,0,233340560,2806384,0,9.5,39.9030256,-86.2839503
IN,2010,224655316,0,907424,12949972,0,760042,623246,4288280,309110,0,0,250361478,5868086,0,9.56,39.9030256,-86.2839503
IN,2011,208305196,0,817558,20127936,0,738106,671176,4366774,2665260,0,0,244262828,6570822,0,10.06,39.9030256,-86.2839503
IN,2012,184922384,0,867010,28941810,0,693140,672184,4982850,1891530,0,342,229391458,6420208,0,10.53,39.9030256,-86.2839503
IN,2013,185343884,0,773856,18064472,0,884930,752606,4819324,3144618,0,61080,220806954,6962186,0,10.99,39.9030256,-86.2839503
